gene_id	external_gene_name	description
Potri.009G145100	fatty_acid_reductase_4	fatty_acid_reductase_4
Potri.009G145200	proteinaceous_RNase_P_3	proteinaceous_RNase_P_3
Potri.009G145300	cytochrome_P450,_family_704,_subfamily_A,_polypeptide_2	cytochrome_P450,_family_704,_subfamily_A,_polypeptide_2
Potri.009G145400	cytochrome_P450,_family_94,_subfamily_C,_polypeptide_1	cytochrome_P450,_family_94,_subfamily_C,_polypeptide_1
Potri.009G145500	flavonol_synthase_1	flavonol_synthase_1
Potri.009G145600	Subtilisin-like_serine_endopeptidase_family_protein	Subtilisin-like_serine_endopeptidase_family_protein
Potri.009G145700	late_embryogenesis_abundant_protein-related_/_LEA_protein-related	late_embryogenesis_abundant_protein-related_/_LEA_protein-related
Potri.009G145800	histidine-containing_phosphotransmitter_1	histidine-containing_phosphotransmitter_1
Potri.009G145900	NA	NA
Potri.009G146000	NAD(P)-linked_oxidoreductase_superfamily_protein	NAD(P)-linked_oxidoreductase_superfamily_protein
Potri.009G146100	NA	NA
Potri.009G146200	60S_acidic_ribosomal_protein_family	60S_acidic_ribosomal_protein_family
Potri.009G146300	histidine-containing_phosphotransfer_factor_5	histidine-containing_phosphotransfer_factor_5
Potri.009G146400	cyclophilin71	cyclophilin71
Potri.009G146500	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.009G146600	NA	NA
Potri.009G146700	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.009G146800	protein_tyrosine_phosphatases;protein_tyrosine_phosphatases	protein_tyrosine_phosphatases;protein_tyrosine_phosphatases
Potri.009G146900	NA	NA
Potri.009G147000	G10_family_protein	G10_family_protein
Potri.009G147100	pleiotropic_drug_resistance_6	pleiotropic_drug_resistance_6
Potri.009G147200	NA	NA
Potri.009G147300	NA	NA
Potri.009G147400	NA	NA
Potri.009G147500	Family_of_unknown_function_(DUF662)_	Family_of_unknown_function_(DUF662)_
Potri.009G147600	tRNAisopentenyltransferase_2	tRNAisopentenyltransferase_2
Potri.009G147700	C-repeat/DRE_binding_factor_1	C-repeat/DRE_binding_factor_1
Potri.009G147800	HD_domain-containing_metal-dependent_phosphohydrolase_family_protein	HD_domain-containing_metal-dependent_phosphohydrolase_family_protein
Potri.009G147900	HSP20-like_chaperones_superfamily_protein	HSP20-like_chaperones_superfamily_protein
Potri.009G148000	HSP20-like_chaperones_superfamily_protein	HSP20-like_chaperones_superfamily_protein
Potri.009G148100	Stress_responsive_A/B_Barrel_Domain	Stress_responsive_A/B_Barrel_Domain
Potri.009G148200	NA	NA
Potri.009G148300	Plant_protein_of_unknown_function_(DUF868)	Plant_protein_of_unknown_function_(DUF868)
Potri.009G148400	NA	NA
Potri.009G148500	Ribosomal_protein_L24e_family_protein	Ribosomal_protein_L24e_family_protein
Potri.009G148600	nucleobase-ascorbate_transporter_12	nucleobase-ascorbate_transporter_12
Potri.009G148700	NA	NA
Potri.009G148800	arogenate_dehydratase_6	arogenate_dehydratase_6
Potri.009G148900	PHYTOSULFOKINE_3_PRECURSOR	PHYTOSULFOKINE_3_PRECURSOR
Potri.009G149000	NA	NA
Potri.009G149100	MORN_(Membrane_Occupation_and_Recognition_Nexus)_repeat-containing_protein	MORN_(Membrane_Occupation_and_Recognition_Nexus)_repeat-containing_protein
Potri.009G149200	NA	NA
Potri.009G149300	ubiquinol-cytochrome_C_reductase_UQCRX/QCR9-like_family_protein	ubiquinol-cytochrome_C_reductase_UQCRX/QCR9-like_family_protein
Potri.009G149400	histone_deacetylase_3	histone_deacetylase_3
Potri.009G149500	NA	NA
Potri.009G149600	U2_snRNP_auxiliary_factor_small_subunit,_putative	U2_snRNP_auxiliary_factor_small_subunit,_putative
Potri.009G149700	cellulose_synthase-like_A02	cellulose_synthase-like_A02
Potri.009G149800	hAT_dimerisation_domain-containing_protein	hAT_dimerisation_domain-containing_protein
Potri.009G149900	Transmembrane_amino_acid_transporter_family_protein	Transmembrane_amino_acid_transporter_family_protein
Potri.009G150000	AT-hook_motif_nuclear-localized_protein_1	AT-hook_motif_nuclear-localized_protein_1
Potri.009G150100	zinc_finger_(C3HC4-type_RING_finger)_family_protein	zinc_finger_(C3HC4-type_RING_finger)_family_protein
Potri.009G150200	PHD_finger_family_protein	PHD_finger_family_protein
Potri.009G150300	Adaptor_protein_complex_AP-2,_alpha_subunit	Adaptor_protein_complex_AP-2,_alpha_subunit
Potri.009G150400	reticulata-related_1	reticulata-related_1
Potri.009G150500	Phototropic-responsive_NPH3_family_protein	Phototropic-responsive_NPH3_family_protein
Potri.009G150600	UDP-D-apiose/UDP-D-xylose_synthase_2	UDP-D-apiose/UDP-D-xylose_synthase_2
Potri.009G150700	Lecithin:cholesterol_acyltransferase_family_protein	Lecithin:cholesterol_acyltransferase_family_protein
Potri.009G150800	Lecithin:cholesterol_acyltransferase_family_protein	Lecithin:cholesterol_acyltransferase_family_protein
Potri.009G150900	NA	NA
Potri.009G151000	GDSL-like_Lipase/Acylhydrolase_superfamily_protein	GDSL-like_Lipase/Acylhydrolase_superfamily_protein
Potri.009G151100	ARM_repeat_superfamily_protein	ARM_repeat_superfamily_protein
Potri.009G151200	Plant_Tudor-like_protein	Plant_Tudor-like_protein
Potri.009G151300	Zincin-like_metalloproteases_family_protein	Zincin-like_metalloproteases_family_protein
Potri.009G151400	magnesium_(Mg)_transporter_10	magnesium_(Mg)_transporter_10
Potri.009G151500	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.009G151600	NA	NA
Potri.009G151700	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.009G151800	nine-cis-epoxycarotenoid_dioxygenase_4	nine-cis-epoxycarotenoid_dioxygenase_4
Potri.009G151900	nine-cis-epoxycarotenoid_dioxygenase_4	nine-cis-epoxycarotenoid_dioxygenase_4
Potri.009G152000	nine-cis-epoxycarotenoid_dioxygenase_4	nine-cis-epoxycarotenoid_dioxygenase_4
Potri.009G152100	NA	NA
Potri.009G152200	nine-cis-epoxycarotenoid_dioxygenase_4	nine-cis-epoxycarotenoid_dioxygenase_4
Potri.009G152300	nine-cis-epoxycarotenoid_dioxygenase_4	nine-cis-epoxycarotenoid_dioxygenase_4
Potri.009G152400	NA	NA
Potri.009G152500	Ribosomal_protein_S5/Elongation_factor_G/III/V_family_protein	Ribosomal_protein_S5/Elongation_factor_G/III/V_family_protein
Potri.009G152600	Integral_membrane_Yip1_family_protein	Integral_membrane_Yip1_family_protein
Potri.009G152700	NA	NA
Potri.009G152800	Cobalamin-independent_synthase_family_protein	Cobalamin-independent_synthase_family_protein
Potri.009G152900	dsRNA-binding_protein_2	dsRNA-binding_protein_2
Potri.009G153000	HSP20-like_chaperones_superfamily_protein	HSP20-like_chaperones_superfamily_protein
Potri.009G153100	HSP20-like_chaperones_superfamily_protein	HSP20-like_chaperones_superfamily_protein
Potri.009G153200	HSP20-like_chaperones_superfamily_protein	HSP20-like_chaperones_superfamily_protein
Potri.009G153300	Spc97_/_Spc98_family_of_spindle_pole_body_(SBP)_component	Spc97_/_Spc98_family_of_spindle_pole_body_(SBP)_component
Potri.009G153400	NA	NA
Potri.009G153500	NA	NA
Potri.009G153600	aldehyde_oxidase_2	aldehyde_oxidase_2
Potri.009G153700	NA	NA
Potri.009G153800	aldehyde_oxidase_2	aldehyde_oxidase_2
Potri.009G153900	Glycosyl_hydrolase_family_protein	Glycosyl_hydrolase_family_protein
Potri.009G154000	Glycosyl_hydrolase_family_protein	Glycosyl_hydrolase_family_protein
Potri.009G154100	wall-associated_kinase_2	wall-associated_kinase_2
Potri.009G154200	germin-like_protein_9	germin-like_protein_9
Potri.009G154300	wall_associated_kinase-like_2	wall_associated_kinase-like_2
Potri.009G154400	NA	NA
Potri.009G154500	wall-associated_kinase_2	wall-associated_kinase_2
Potri.009G154600	wall_associated_kinase_5	wall_associated_kinase_5
Potri.009G154700	Structural_maintenance_of_chromosomes_(SMC)_family_protein	Structural_maintenance_of_chromosomes_(SMC)_family_protein
Potri.009G154800	Glycosyl_hydrolase_family_protein	Glycosyl_hydrolase_family_protein
Potri.009G154900	wall_associated_kinase_3	wall_associated_kinase_3
Potri.009G155000	wall_associated_kinase-like_2	wall_associated_kinase-like_2
Potri.009G155100	NA	NA
Potri.009G155200	Structural_maintenance_of_chromosomes_(SMC)_family_protein	Structural_maintenance_of_chromosomes_(SMC)_family_protein
Potri.009G155300	NA	NA
Potri.009G155400	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.009G155500	zinc_knuckle_(CCHC-type)_family_protein	zinc_knuckle_(CCHC-type)_family_protein
Potri.009G155600	NA	NA
Potri.009G155700	thylakoid_lumenal_P17.1_protein	thylakoid_lumenal_P17.1_protein
Potri.009G155800	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.009G155900	hAT_transposon_superfamily_protein	hAT_transposon_superfamily_protein
Potri.009G156000	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.009G156100	NA	NA
Potri.009G156200	NA	NA
Potri.009G156300	NA	NA
Potri.009G156400	molybdopterin_biosynthesis_CNX1_protein_/_molybdenum_cofactor_biosynthesis_enzyme_CNX1_(CNX1)	molybdopterin_biosynthesis_CNX1_protein_/_molybdenum_cofactor_biosynthesis_enzyme_CNX1_(CNX1)
Potri.009G156500	BTB-POZ_and_MATH_domain_4	BTB-POZ_and_MATH_domain_4
Potri.009G156600	laccase_2	laccase_2
Potri.009G156700	SMAD/FHA_domain-containing_protein_	SMAD/FHA_domain-containing_protein_
Potri.009G156800	laccase_2	laccase_2
Potri.009G156900	SMAD/FHA_domain-containing_protein_	SMAD/FHA_domain-containing_protein_
Potri.009G157000	NADH:cytochrome_B5_reductase_1	NADH:cytochrome_B5_reductase_1
Potri.009G157100	germin-like_protein_subfamily_2_member_2_precursor	germin-like_protein_subfamily_2_member_2_precursor
Potri.009G157200	wall_associated_kinase-like_2	wall_associated_kinase-like_2
Potri.009G157300	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.009G157400	TCP-1/cpn60_chaperonin_family_protein	TCP-1/cpn60_chaperonin_family_protein
Potri.009G157500	GDA1/CD39_nucleoside_phosphatase_family_protein	GDA1/CD39_nucleoside_phosphatase_family_protein
Potri.009G157600	Protein_of_unknown_function_(DUF640)	Protein_of_unknown_function_(DUF640)
Potri.009G157700	Pyridine_nucleotide-disulphide_oxidoreductase_family_protein	Pyridine_nucleotide-disulphide_oxidoreductase_family_protein
Potri.009G157800	SGNH_hydrolase-type_esterase_superfamily_protein	SGNH_hydrolase-type_esterase_superfamily_protein
Potri.009G157900	F-box_protein_2	F-box_protein_2
Potri.009G158000	NA	NA
Potri.009G158100	Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein	Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein
Potri.009G158200	NAD(P)-binding_Rossmann-fold_superfamily_protein	NAD(P)-binding_Rossmann-fold_superfamily_protein
Potri.009G158300	Glyceraldehyde-3-phosphate_dehydrogenase-like_family_protein	Glyceraldehyde-3-phosphate_dehydrogenase-like_family_protein
Potri.009G158400	FAR1-related_sequence_3	FAR1-related_sequence_3
Potri.009G158500	NA	NA
Potri.009G158600	C2H2_zinc-finger_protein_SERRATE_(SE)	C2H2_zinc-finger_protein_SERRATE_(SE)
Potri.009G158700	Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family_protein	Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family_protein
Potri.009G158800	NA	NA
Potri.009G158900	Late_embryogenesis_abundant_(LEA)_hydroxyproline-rich_glycoprotein_family	Late_embryogenesis_abundant_(LEA)_hydroxyproline-rich_glycoprotein_family
Potri.009G159000	Protein_of_unknown_function_(DUF630_and_DUF632)	Protein_of_unknown_function_(DUF630_and_DUF632)
Potri.009G159100	NA	NA
Potri.009G159200	Ethylene_insensitive_3_family_protein	Ethylene_insensitive_3_family_protein
Potri.009G159300	Nucleotidylyl_transferase_superfamily_protein	Nucleotidylyl_transferase_superfamily_protein
Potri.009G159400	PIN_domain-like_family_protein	PIN_domain-like_family_protein
Potri.009G159500	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein
Potri.009G159600	GTP-binding_2	GTP-binding_2
Potri.009G159700	Plant_L-ascorbate_oxidase	Plant_L-ascorbate_oxidase
Potri.009G159800	lycopene_cyclase	lycopene_cyclase
Potri.009G159900	Protein_of_unknown_function_(DUF1022)	Protein_of_unknown_function_(DUF1022)
Potri.009G160000	Uncharacterised_protein_family_(UPF0497)	Uncharacterised_protein_family_(UPF0497)
Potri.009G160100	OTU-like_cysteine_protease_family_protein	OTU-like_cysteine_protease_family_protein
Potri.009G160200	decapping_1	decapping_1
Potri.009G160300	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein
Potri.009G160400	NA	NA
Potri.009G160500	NA	NA
Potri.009G160600	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.009G160700	F-box_family_protein	F-box_family_protein
Potri.009G160800	photosystem_I_subunit_O	photosystem_I_subunit_O
Potri.009G160900	NA	NA
Potri.009G161000	nitrilase_4	nitrilase_4
Potri.009G161100	S-protein_homologue_1	S-protein_homologue_1
Potri.009G161200	NA	NA
Potri.009G161300	NTM1-like_8	NTM1-like_8
Potri.009G161400	NA	NA
Potri.009G161500	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein
Potri.009G161600	ovate_family_protein_13	ovate_family_protein_13
Potri.009G161700	ovate_family_protein_7	ovate_family_protein_7
Potri.009G161800	Protein_of_unknown_function_(DUF1279)	Protein_of_unknown_function_(DUF1279)
Potri.009G161900	E2F_transcription_factor_1	E2F_transcription_factor_1
Potri.009G162000	NA	NA
Potri.009G162100	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.009G162200	NA	NA
Potri.009G162300	SCR-like_11	SCR-like_11
Potri.009G162400	Eukaryotic_aspartyl_protease_family_protein	Eukaryotic_aspartyl_protease_family_protein
Potri.009G162500	Coiled-coil_domain-containing_protein_55_(DUF2040)	Coiled-coil_domain-containing_protein_55_(DUF2040)
Potri.009G162600	nitrilase-like_protein_1	nitrilase-like_protein_1
Potri.009G162700	NA	NA
Potri.009G162800	Protein_of_unknown_function_(DUF3049)	Protein_of_unknown_function_(DUF3049)
Potri.009G162900	Rho_GTPase_activating_protein_with_PAK-box/P21-Rho-binding_domain	Rho_GTPase_activating_protein_with_PAK-box/P21-Rho-binding_domain
Potri.009G163000	NA	NA
Potri.009G163100	copper_ion_binding	copper_ion_binding
Potri.009G163200	NA	NA
Potri.009G163200	copper/zinc_superoxide_dismutase_2	copper/zinc_superoxide_dismutase_2
Potri.009G163200	ribosomal_protein_L32	ribosomal_protein_L32
Potri.009G163300	sec23/sec24_transport_family_protein	sec23/sec24_transport_family_protein
Potri.009G163400	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein
Potri.009G163500	nuclear_factor_Y,_subunit_B11	nuclear_factor_Y,_subunit_B11
Potri.009G163600	Calcium-binding_EF-hand_family_protein	Calcium-binding_EF-hand_family_protein
Potri.009G163700	Glycosyl_hydrolase_superfamily_protein	Glycosyl_hydrolase_superfamily_protein
Potri.009G163800	ferredoxin_3	ferredoxin_3
Potri.009G163900	NA	NA
Potri.009G164000	NA	NA
Potri.009G164100	Tubulin/FtsZ_family_protein	Tubulin/FtsZ_family_protein
Potri.009G164200	F-box/RNI-like_superfamily_protein	F-box/RNI-like_superfamily_protein
Potri.009G164300	bZIP_transcription_factor_family_protein	bZIP_transcription_factor_family_protein
Potri.009G164400	NA	NA
Potri.009G164500	Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein	Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein
Potri.009G164600	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.009G164700	NA	NA
Potri.009G164800	NA	NA
Potri.009G164900	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.009G165000	Cytochrome_C1_family	Cytochrome_C1_family
Potri.009G165100	centroradialis	centroradialis
Potri.009G165200	isocitrate_dehydrogenase_1	isocitrate_dehydrogenase_1
Potri.009G165300	Sec1/munc18-like_(SM)_proteins_superfamily	Sec1/munc18-like_(SM)_proteins_superfamily
Potri.009G165400	Phosphoglycerate_mutase_family_protein	Phosphoglycerate_mutase_family_protein
Potri.009G165500	F-box_and_associated_interaction_domains-containing_protein	F-box_and_associated_interaction_domains-containing_protein
Potri.009G165600	Protein_of_unknown_function_(DUF300)	Protein_of_unknown_function_(DUF300)
Potri.009G165700	calcium_dependent_protein_kinase_1	calcium_dependent_protein_kinase_1
Potri.009G165700	centrin2	centrin2
Potri.009G165800	CYCLIN_B2;4	CYCLIN_B2;4
Potri.009G165900	Plant_U-Box_15	Plant_U-Box_15
Potri.009G166000	ubiquitin_family_protein	ubiquitin_family_protein
Potri.009G166100	NA	NA
Potri.009G166100	Integral_membrane_protein_hemolysin-III_homolog	Integral_membrane_protein_hemolysin-III_homolog
Potri.009G166200	C2H2-like_zinc_finger_protein	C2H2-like_zinc_finger_protein
Potri.009G166300	Plant_regulator_RWP-RK_family_protein	Plant_regulator_RWP-RK_family_protein
Potri.009G166400	Plant_regulator_RWP-RK_family_protein	Plant_regulator_RWP-RK_family_protein
Potri.009G166500	NA	NA
Potri.009G166600	NA	NA
Potri.009G166700	NA	NA
Potri.009G166800	Plant_regulator_RWP-RK_family_protein	Plant_regulator_RWP-RK_family_protein
Potri.009G166900	Plant_regulator_RWP-RK_family_protein	Plant_regulator_RWP-RK_family_protein
Potri.009G167000	Patched_family_protein	Patched_family_protein
Potri.009G167100	Aminotransferase-like,_plant_mobile_domain_family_protein	Aminotransferase-like,_plant_mobile_domain_family_protein
Potri.009G167200	NA	NA
Potri.009G167300	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.009G167400	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.009G167500	DNA-binding_bromodomain-containing_protein	DNA-binding_bromodomain-containing_protein
Potri.009G167600	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein
Potri.009G167700	Plant_EC_metallothionein-like_protein,_family_15	Plant_EC_metallothionein-like_protein,_family_15
Potri.009G167800	EXORDIUM_like_5	EXORDIUM_like_5
Potri.009G167900	Transmembrane_amino_acid_transporter_family_protein	Transmembrane_amino_acid_transporter_family_protein
Potri.009G168000	alpha-1,3-mannosyl-glycoprotein_beta-1,2-N-acetylglucosaminyltransferase,_putative	alpha-1,3-mannosyl-glycoprotein_beta-1,2-N-acetylglucosaminyltransferase,_putative
Potri.009G168100	CCAAT-binding_factor	CCAAT-binding_factor
Potri.009G168200	phosphate_transporter_4;6	phosphate_transporter_4;6
Potri.009G168300	glutamate_receptor_2	glutamate_receptor_2
Potri.009G168400	homoserine_kinase	homoserine_kinase
Potri.009G168500	tonoplast_monosaccharide_transporter2	tonoplast_monosaccharide_transporter2
Potri.009G168600	Calcium-dependent_protein_kinase_family_protein	Calcium-dependent_protein_kinase_family_protein
Potri.009G168700	NA	NA
Potri.009G168800	NA	NA
Potri.009G168900	xylem_cysteine_peptidase_1	xylem_cysteine_peptidase_1
Potri.009G169000	Uncharacterised_conserved_protein_(UCP030210)	Uncharacterised_conserved_protein_(UCP030210)
Potri.009G169100	Pectin_lyase-like_superfamily_protein	Pectin_lyase-like_superfamily_protein
Potri.009G169200	NA	NA
Potri.009G169300	Peptidase_M20/M25/M40_family_protein	Peptidase_M20/M25/M40_family_protein
Potri.009G169400	NA	NA
Potri.009G169500	expansin_A20	expansin_A20
Potri.009G169600	Vacuolar_sorting_protein_9_(VPS9)_domain	Vacuolar_sorting_protein_9_(VPS9)_domain
Potri.009G169700	glutamate_tRNA_synthetase	glutamate_tRNA_synthetase
Potri.009G169800	SEC7-like_guanine_nucleotide_exchange_family_protein	SEC7-like_guanine_nucleotide_exchange_family_protein
Potri.009G169900	hydroxy_methylglutaryl_CoA_reductase_1	hydroxy_methylglutaryl_CoA_reductase_1
Potri.009G170000	cellulose_synthase_like_D4	cellulose_synthase_like_D4
Potri.009G170100	FAR1-related_sequence_5	FAR1-related_sequence_5
Potri.009G170200	Concanavalin_A-like_lectin_protein_kinase_family_protein	Concanavalin_A-like_lectin_protein_kinase_family_protein
Potri.009G170300	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.009G170400	NA	NA
Potri.009G170500	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.009G170600	phototropin_2	phototropin_2
Potri.009G170700	histone_deacetylase_1	histone_deacetylase_1
Potri.010G000100	zinc_ion_binding;nucleic_acid_binding	zinc_ion_binding;nucleic_acid_binding
Potri.010G000200	MLP-like_protein_423	MLP-like_protein_423
Potri.010G000300	NA	NA
Potri.010G000400	MLP-like_protein_423	MLP-like_protein_423
Potri.010G000500	MLP-like_protein_423	MLP-like_protein_423
Potri.010G000600	MLP-like_protein_423	MLP-like_protein_423
Potri.010G000700	Protein_of_unknown_function_(DUF789)	Protein_of_unknown_function_(DUF789)
Potri.010G000800	Drought-responsive_family_protein	Drought-responsive_family_protein
Potri.010G000900	NA	NA
Potri.010G001000	response_regulator_2	response_regulator_2
Potri.010G001100	COBRA-like_protein-7_precursor	COBRA-like_protein-7_precursor
Potri.010G001200	NA	NA
Potri.010G001300	GATA_transcription_factor_15	GATA_transcription_factor_15
Potri.010G001400	importin_alpha_isoform_1	importin_alpha_isoform_1
Potri.010G001400	importin_alpha_isoform_2	importin_alpha_isoform_2
Potri.010G001500	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.010G001600	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.010G001700	Nucleotide-sugar_transporter_family_protein	Nucleotide-sugar_transporter_family_protein
Potri.010G001800	NA	NA
Potri.010G001900	novel_plant_snare_13	novel_plant_snare_13
Potri.010G002000	pyruvate_dehydrogenase_kinase	pyruvate_dehydrogenase_kinase
Potri.010G002100	Fcf2_pre-rRNA_processing_protein	Fcf2_pre-rRNA_processing_protein
Potri.010G002200	NA	NA
Potri.010G002300	ribosomal_protein_L3_plastid	ribosomal_protein_L3_plastid
Potri.010G002400	Ca2+-activated_RelA/spot_homolog	Ca2+-activated_RelA/spot_homolog
Potri.010G002500	CBL-interacting_protein_kinase_1	CBL-interacting_protein_kinase_1
Potri.010G002600	Late_embryogenesis_abundant_protein_(LEA)_family_protein	Late_embryogenesis_abundant_protein_(LEA)_family_protein
Potri.010G002600	late_embryogenesis_abundant_domain-containing_protein_/_LEA_domain-containing_protein	late_embryogenesis_abundant_domain-containing_protein_/_LEA_domain-containing_protein
Potri.010G002700	Pseudouridine_synthase_family_protein	Pseudouridine_synthase_family_protein
Potri.010G002800	pigment_defective_320	pigment_defective_320
Potri.010G002900	HAD-superfamily_hydrolase,_subfamily_IG,_5\'-nucleotidase	HAD-superfamily_hydrolase,_subfamily_IG,_5\'-nucleotidase
Potri.010G003000	ATP_binding_cassette_subfamily_B4	ATP_binding_cassette_subfamily_B4
Potri.010G003100	hydroxyproline-rich_glycoprotein_family_protein	hydroxyproline-rich_glycoprotein_family_protein
Potri.010G003200	NA	NA
Potri.010G003300	chromatin_remodeling_factor18	chromatin_remodeling_factor18
Potri.010G003400	Saposin-like_aspartyl_protease_family_protein	Saposin-like_aspartyl_protease_family_protein
Potri.010G003500	Cytidine/deoxycytidylate_deaminase_family_protein	Cytidine/deoxycytidylate_deaminase_family_protein
Potri.010G003600	Thioesterase_superfamily_protein	Thioesterase_superfamily_protein
Potri.010G003700	NA	NA
Potri.010G003800	Thioesterase_superfamily_protein	Thioesterase_superfamily_protein
Potri.010G003900	NA	NA
Potri.010G004000	NA	NA
Potri.010G004100	transcription_regulatory_protein_SNF5,_putative_(BSH)	transcription_regulatory_protein_SNF5,_putative_(BSH)
Potri.010G004200	HY5-homolog	HY5-homolog
Potri.010G004300	myb_domain_protein_50	myb_domain_protein_50
Potri.010G004400	Pectinacetylesterase_family_protein	Pectinacetylesterase_family_protein
Potri.010G004500	Galactose_oxidase/kelch_repeat_superfamily_protein	Galactose_oxidase/kelch_repeat_superfamily_protein
Potri.010G004600	RHOMBOID-like_protein_14	RHOMBOID-like_protein_14
Potri.010G004700	DEA(D/H)-box_RNA_helicase_family_protein	DEA(D/H)-box_RNA_helicase_family_protein
Potri.010G004800	cation/H+_exchanger_19	cation/H+_exchanger_19
Potri.010G004900	NA	NA
Potri.010G005000	Ribosomal_L18p/L5e_family_protein	Ribosomal_L18p/L5e_family_protein
Potri.010G005100	Plant_self-incompatibility_protein_S1_family	Plant_self-incompatibility_protein_S1_family
Potri.010G005200	cation/H+_exchanger_19	cation/H+_exchanger_19
Potri.010G005300	Heavy_metal_transport/detoxification_superfamily_protein_	Heavy_metal_transport/detoxification_superfamily_protein_
Potri.010G005400	transducin_family_protein_/_WD-40_repeat_family_protein	transducin_family_protein_/_WD-40_repeat_family_protein
Potri.010G005500	Pectin_lyase-like_superfamily_protein	Pectin_lyase-like_superfamily_protein
Potri.010G005600	pumilio_24	pumilio_24
Potri.010G005700	Chaperone_DnaJ-domain_superfamily_protein	Chaperone_DnaJ-domain_superfamily_protein
Potri.010G005800	Mono-/di-acylglycerol_lipase,_N-terminal;Lipase,_class_3	Mono-/di-acylglycerol_lipase,_N-terminal;Lipase,_class_3
Potri.010G005900	D-mannose_binding_lectin_protein_with_Apple-like_carbohydrate-binding_domain	D-mannose_binding_lectin_protein_with_Apple-like_carbohydrate-binding_domain
Potri.010G006000	NA	NA
Potri.010G006100	Protein_phosphatase_2C_family_protein	Protein_phosphatase_2C_family_protein
Potri.010G006200	Protein_phosphatase_2C_family_protein	Protein_phosphatase_2C_family_protein
Potri.010G006300	phospholipase_D_P1	phospholipase_D_P1
Potri.010G006400	NA	NA
Potri.010G006500	NA	NA
Potri.010G006600	glycine-rich_protein	glycine-rich_protein
Potri.010G006700	NA	NA
Potri.010G006800	ethylene-responsive_element_binding_protein	ethylene-responsive_element_binding_protein
Potri.010G006900	NA	NA
Potri.010G007000	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.010G007100	NA	NA
Potri.010G007200	plastid_developmental_protein_DAG,_putative	plastid_developmental_protein_DAG,_putative
Potri.010G007300	Pectin_lyase-like_superfamily_protein	Pectin_lyase-like_superfamily_protein
Potri.010G007400	NA	NA
Potri.010G007500	Kunitz_family_trypsin_and_protease_inhibitor_protein	Kunitz_family_trypsin_and_protease_inhibitor_protein
Potri.010G007600	NA	NA
Potri.010G007700	Kunitz_family_trypsin_and_protease_inhibitor_protein	Kunitz_family_trypsin_and_protease_inhibitor_protein
Potri.010G007800	Kunitz_family_trypsin_and_protease_inhibitor_protein	Kunitz_family_trypsin_and_protease_inhibitor_protein
Potri.010G007900	Kunitz_family_trypsin_and_protease_inhibitor_protein	Kunitz_family_trypsin_and_protease_inhibitor_protein
Potri.010G008000	cation/H+_exchanger_19	cation/H+_exchanger_19
